product,helpful_count,total_comments,review_country,reviewed_at,review_text,review_rating,product_company,profile_name
Apple iPhone XR (64GB) - Black,0,0, India,19-Oct-19,"Never thought about purchasing XR but couldn't stop myself when i saw this deal . Taken sudden decision and bought this. Very much worried till the delivery suspecting that the product would be refurbished or duplicate. But amazon kept thier commitment, i received a brand new orginal iphone.",5,Apple,Amazon Customer
Apple iPhone XR (64GB) - Black,0,0, India,08-Mar-20, My review after one month of use,5,Apple,Amazon Customer
Apple iPhone XR (64GB) - Black,0,0, India,06-Nov-19,Only face recognition and no fingerprint. I think the phone is very good. Screen could be little smaller However these days only big screen phones are being launched so lets wait for future.,5,Apple,Amazon Customer
Apple iPhone XR (64GB) - Black,0,0, India,04-Jul-19,I have been using iPhone XR for about a week and I am impressed with the purchase and the phone has met my expectations. Here are some of the facts:,5,Apple,Amazon Customer
Apple iPhone XR (64GB) - Black,0,0, India,01-Nov-19,There is no fingerprint reader on this phone as its replaced by face recognition which works fine. User interface is same as my earlier iPhone which is excellent. Coming to battery life...it is simply amazing.,5,Apple,Amazon Customer
Apple iPhone XR (64GB) - Black,0,0, India,05-Nov-19,"I received in original iPhone sealed package.  For its price, its best possible iPhone in market. Look and feel is great. Very fast responsive while using. Camera quality is 5-Star, Portrait pics are crisp clear. Watched some 4k and HDR videos on this iPhone, stunningly beautiful with tru color and deep contrast on this display. Its Amazing iphone, Thanks Amazon.",5,Apple,Amazon Customer
Apple iPhone XR (64GB) - Black,0,0, India,27-Jan-20,"I upgraded from iPhone 6 which I had used for 2.5 years. For me iPhone XR seems super smooth with amazing speed. I am still getting used to the absence of Home button. Using the regular charger, the phone takes nearly 2 hours to fully charge but charge lasts for more than 1 day for my regular usage. Phone is slippery - so I have added a Spigen case as well. On the whole a good iphone.",5,Apple,Amazon Customer
Apple iPhone XR (64GB) - Black,0,0, India,05-Oct-19,"Overall Iphone XR is far better than X and other predecessors. Processor is way fast than others, build quality is awesome ,face recognition is too quick and the feel which you get by holding it is superlike. One suggestion to Apple that they must include fingerprint sensors too for more effective security.",5,Apple,Amazon Customer
Apple iPhone XR (64GB) - Black,0,0, India,08-Jun-19,I’ve been using this phone since a week now and i must say its totally worth the money! Just go for it!,5,Apple,Amazon Customer
Apple iPhone XR (64GB) - Black,0,0, India,12-Aug-19,It’s been about a month using the IPhone XR. Was too enthusiastic about buying this phone.,5,Apple,Amazon Customer
Apple iPhone XR (64GB) - Black,0,0, India,08-Dec-19,"It's a very pretty and good looking mobile. Performance wise, it is super smooth. Camera is as good as iPhone XS, portrait mode is also good enough.  And the best part is, being an iphone it has a long lasting battery. Though it has LCD, but you would hardly be able to find any difference between this and OLED. Size is perfect, infact everything is perfect and cool!",5,Apple,Amazon Customer
Apple iPhone XR (64GB) - Black,0,0, India,04-Sep-19,I personally like Apple product. But my charger is not as good as it shout be like an apple product. After a moth of using my charger stopped working.,5,Apple,Amazon Customer
Apple iPhone XR (64GB) - Black,0,0, India,08-Oct-19,Excellent mobile...bought it for 38000-2000(cashback)=36000rsesim jio prepaid working well..battery life excellent (1complete day for me),5,Apple,Amazon Customer
Apple iPhone XR (64GB) - Black,0,0, India,04-Mar-20,They have no fingerprints but face unlock is not compare to other its awesome battery is very very good and camera is best and iPhone is the iPhone not compare to other brand and most best thing is it is duel sim wow.......only not giving fast charging adaptor supported but u have to pay extra,5,Apple,Amazon Customer
Apple iPhone XR (64GB) - Black,0,0, India,05-Nov-19,Excellent Model with extraordinary deal during the festival season. I love Apple products and this is no difference. Quality of Photos is awesome. Battery life is better but i still feel can be improved. However for my usage it is ok.,5,Apple,Amazon Customer
Apple iPhone XR (64GB) - Black,0,0, India,14-Nov-19,Amazing product as can be expected from Apple. Super camera. Super battery life. Super display.,5,Apple,Amazon Customer
Apple iPhone XR (64GB) - Black,0,0, India,28-Jul-19,"Perfect phone for Apple lovers, camera and built quality of this phone is amazing. It’s around 6 months when I purchased this phone, everything works like a charm, there are lot of hidden features that I still don’t know about this phone.",5,Apple,Amazon Customer
Apple iPhone XR (64GB) - Black,0,0, India,19-Aug-19,"People spoke have criticised about the iPhone XR's screen, compared to xs I found this screen is more colour accurate,",5,Apple,Amazon Customer
Apple iPhone XR (64GB) - Black,0,0, India,02-Oct-19,"I have only used the phone for couple of days now, but it looks really good. Amazon did a good job in timely delivery. Probably the phone is very good so far, and I am in no position to give a proper feedback unless have used it for a while.",5,Apple,Amazon Customer
Apple iPhone XR (64GB) - Black,0,0, India,27-Oct-19,"Great product, a good upgrade from iPhone 6s, large screen, fast, water resistant, great camera, and looks good too",5,Apple,Amazon Customer
Apple iPhone XR (64GB) - Black,0,0, India,23-Aug-19,"Great phone with good fingerprint reader, camera quality and long lasting battery life !",5,Apple,Amazon Customer
Apple iPhone XR (64GB) - Black,0,0, India,25-Oct-19,"Best budget phone by apple,cant believe the overall performance and the tremendous display quality, who says the display is not good, obviously its not good it’s excellent. And thanks to Amazon for providing me the phone within 12hrs.",5,Apple,Amazon Customer
Apple iPhone XR (64GB) - Black,0,0, India,19-Sep-19,"It's a genuine product, verified on apple's website. Everything is working as expected",5,Apple,Amazon Customer
Apple iPhone XR (64GB) - Black,0,0, India,06-Jan-20,Super phone ... great product and thanks to amazon for the great price,5,Apple,Amazon Customer
Apple iPhone XR (64GB) - Black,0,0, India,03-Nov-19,Man the battery life increment from iPhone 7 was mind blowing.. screen is not a problem unless u have used a 1080p oled screen.,5,Apple,Amazon Customer
Apple iPhone XR (64GB) - Black,0,0, India,25-Oct-19,One of the best purchase from Amazon. Packing and Delivery is good uncomparable. The phone and it's performance are satisfying. 12 days usage of the phone left me without a complaint. I give 5 ?? to this purchase.,5,Apple,Amazon Customer
Apple iPhone XR (64GB) - Black,0,0, India,13-Oct-19,An amazing phone by apple for an affordable price,5,Apple,Amazon Customer
Apple iPhone XR (64GB) - Black,0,0, India,13-Mar-20,"Best Buy so far.. was sceptical about ordering online, fearing a faulty piece, but worth every penny.",5,Apple,Amazon Customer
Apple iPhone XR (64GB) - Black,0,0, India,13-Nov-19,Excellent product to buy. Camera clarity is amazing and outstanding.,5,Apple,Amazon Customer
Apple iPhone XR (64GB) - Black,0,0, India,07-Oct-19,"Got this for 38,000 during great indian festival. Best value for money iphone for sure. Great battery backup and camera. And iOS !! An iphone is an iphone !",5,Apple,Amazon Customer
Apple iPhone XR (64GB) - Black,0,0, India,20-Jan-20,Received in excellent condition and very happy,5,Apple,Amazon Customer
Apple iPhone XR (64GB) - Black,0,0, India,02-Jun-19,"This is my 3rd iPhone and almost everyone in my family including my mom have IPhone now... Apple phones are best phones. Buy them without any doubt.. Very stable, no lag, user friendly , long lasting",5,Apple,Amazon Customer
Apple iPhone XR (64GB) - Black,0,0, India,06-Mar-20,Best user experience till date.,5,Apple,Amazon Customer
Apple iPhone XR (64GB) - Black,0,0, India,05-Nov-19,excellent phone delivered by amazon in very good condition. Only hitch is apple should provide fast charging options (when even low range phones are supporting fast charging).,5,Apple,Amazon Customer
Apple iPhone XR (64GB) - Black,0,0, India,10-Jan-20,"Great battery life, lasts 2+ days with heavy usage. Voice quality even on Vodafone network was quite good, and that is saying a lot.",5,Apple,Amazon Customer
Apple iPhone XR (64GB) - Black,0,0, India,01-Sep-19,Awesome phone. Bought @ prime day at 55k. Best deal,5,Apple,Amazon Customer
Apple iPhone XR (64GB) - Black,0,0, India,16-Nov-19,Nice camera Amazing battery approx 24 hour e sim dual sim functionality very good I love it superfast delivery by Amazon thank you Amazon and Apple,5,Apple,Amazon Customer
Apple iPhone XR (64GB) - Black,0,0, India,02-Jan-20,Product is damn good on all counts. A fast charger required. WhatsApp data transfer  from earlier Android device is not possible.,5,Apple,Amazon Customer
Apple iPhone XR (64GB) - Black,0,0, India,04-Nov-19,"Great buy, i was using android for years never used iPhone. But after purchasing Xr i can clearly see the difference, iPhone is far more faster and nice interface",5,Apple,Amazon Customer
Apple iPhone XR (64GB) - Black,0,0, India,17-Oct-19,"The most complete IPhone ever. You will not miss the fingerprint reader, the Face ID is amazingly fast. I am also getting good battery life with it. The single is doing wonderfully well.",5,Apple,Amazon Customer
Apple iPhone XR (64GB) - Black,0,0, India,24-Nov-19,Quite sturdy phone - though little heavy & bulky. Good efficiency & battery life.,5,Apple,Amazon Customer
Apple iPhone XR (64GB) - Black,0,0, India,13-Nov-19,Absolutely loved it. Upgraded from my old IPhone 6 to this beauty. I realized how slow my previous phone was after I started using this one and I got a great deal from Amazon.,5,Apple,Amazon Customer
Apple iPhone XR (64GB) - Black,0,0, India,06-Oct-19,It’s a very good and Original product.,5,Apple,Amazon Customer
Apple iPhone XR (64GB) - Black,0,0, India,16-Sep-19,The screen quality is amazing and the phone overall looks awesome! I upgraded from an iPhone6 and the photos come out really well!,5,Apple,Amazon Customer
Apple iPhone XR (64GB) - Black,0,0, India,16-Aug-19,"If have budget then definitely go for it.best part of this phone is that it contains A12 Bionic chip, which takes the experience to whole new level.",5,Apple,Amazon Customer
Apple iPhone XR (64GB) - Black,0,0, India,29-Jan-20,Superb,5,Apple,Amazon Customer
Apple iPhone XR (64GB) - Black,0,0, India,20-Jan-20,My first iphone and its awesome,5,Apple,Amazon Customer
Apple iPhone XR (64GB) - Black,0,0, India,08-Oct-19,Now I’m happy with the quality of the phone.,5,Apple,Amazon Customer
Apple iPhone XR (64GB) - Black,0,0, India,05-Nov-19,??,5,Apple,Amazon Customer
Apple iPhone XR (64GB) - Black,0,0, India,14-Nov-19,Best product of apple for mobile.,5,Apple,Amazon Customer
Apple iPhone XR (64GB) - Black,0,0, India,08-Nov-19,A Very good phone,5,Apple,Amazon Customer
Apple iPhone XR (64GB) - Black,0,0, India,12-Oct-19,Overall product is awesome,5,Apple,Amazon Customer
Apple iPhone XR (64GB) - Black,0,0, India,06-Aug-19,It’s really one of the best things that we bought on the amazon sale!,5,Apple,Amazon Customer
Apple iPhone XR (64GB) - Black,0,0, India,24-Nov-19,Excellent phone with great camera. Being an android user  this is the due time I am using iPhone and it’s a truly remarkable experience so far.,5,Apple,Amazon Customer
Apple iPhone XR (64GB) - Black,0,0, India,06-Nov-19,Don’t Buy If price is More then 45000,5,Apple,Amazon Customer
Apple iPhone XR (64GB) - Black,0,0, India,17-Jul-19,"Its a fantastic phone to use, only disadvantage is its too heavy. I phones are generally famous for sliminess and lighter wts except this one.",5,Apple,Amazon Customer
Apple iPhone XR (64GB) - Black,0,0, India,20-Nov-19,"No issue with phone till now after usage of around 1 month. The battery life is quite good, for me full battery  lasts for 3 days.",5,Apple,Amazon Customer
Apple iPhone XR (64GB) - Black,0,0, India,24-Jan-20,No doubt best phone.. got it in beat deal.... what else u want. It's been 6 months going on well.,5,Apple,Amazon Customer
Apple iPhone XR (64GB) - Black,0,0, India,15-Feb-20,ALL good,5,Apple,Amazon Customer
Apple iPhone XR (64GB) - Black,0,0, India,29-Aug-19,Everything is perfect,5,Apple,Amazon Customer
Apple iPhone XR (64GB) - Black,0,0, India,22-Mar-20,Using iPhone XR over a month and the experience is so great. Camera quality is superb but front camera is not upto the marks.,5,Apple,Amazon Customer
Apple iPhone XR (64GB) - Black,0,0, India,04-Nov-19,It's a very good choice. Best iphone used so far. Worth the price,5,Apple,Amazon Customer
Apple iPhone XR (64GB) - Black,0,0, India,27-Oct-19,Nice product from apple,5,Apple,Amazon Customer
Apple iPhone XR (64GB) - Black,0,0, India,02-Jan-20,Worth buying xr phone.,5,Apple,Amazon Customer
Apple iPhone XR (64GB) - Black,0,0, India,11-Aug-19,As usual the best phone from apple IPhone XR. I have been using iPhone since 7 years and hope this time apple bring some awesome product.,5,Apple,Amazon Customer
Apple iPhone XR (64GB) - Black,0,0, India,10-Aug-19,Amazing phone but overpriced as always with any of the apple products.,5,Apple,Amazon Customer
Apple iPhone XR (64GB) - Black,0,0, India,19-Oct-19,Excellent no words to review amazon didn’t break the trust .. im very happy & satisfied with the product as well as the service provided,5,Apple,Amazon Customer
Apple iPhone XR (64GB) - Black,0,0, India,01-Oct-19,"My first ever iPhone, just loved it",5,Apple,Amazon Customer
Apple iPhone XR (64GB) - Black,0,0, India,09-Nov-19,"As always, outstanding",5,Apple,Amazon Customer
Apple iPhone XR (64GB) - Black,0,0, India,08-Oct-19,The Camera of this phone is really good. The User Interface of this phone provides a great satisfaction for investing such an amount.,5,Apple,Amazon Customer
Apple iPhone XR (64GB) - Black,0,0, India,04-Mar-20,OS is not that great.  I want android in it. I hope Apple updates the OS soon and puts android 10.,5,Apple,Amazon Customer
Apple iPhone XR (64GB) - Black,0,0, India,03-Nov-19,Performance is great. But battery life is not sufficient.,5,Apple,Amazon Customer
Apple iPhone XR (64GB) - Black,0,0, India,01-Nov-19,"From the house of apple value for money phone, with all classic features of iphone, with superior camera and battery life.",5,Apple,Amazon Customer
Apple iPhone XR (64GB) - Black,0,0, India,21-Nov-19,Good product as always.amazon always known for their products quality and delivery.,5,Apple,Amazon Customer
Apple iPhone XR (64GB) - Black,0,0, India,09-Mar-20,"I m very happy with this purchase??.Good package of features. face unlock works best, takes less than a sec to unlock. loved it??",5,Apple,Amazon Customer
Apple iPhone XR (64GB) - Black,0,0, India,04-Nov-19,"Nothing to say about the iPhone. It's an iPhone. For review, pros & cons please refer to google search.",5,Apple,Amazon Customer
Apple iPhone XR (64GB) - Black,0,0, India,24-Oct-19,Amazon is far better than any competition like Flipkart. Got original product and even checked with apple care,5,Apple,Amazon Customer
Apple iPhone XR (64GB) - Black,0,0, India,03-Nov-19,The delivery was very fast and the phone is really good. It has a really good camera and battery life.,5,Apple,Amazon Customer
Apple iPhone XR (64GB) - Black,0,0, India,21-Oct-19,Doesn’t have finger print sensor. But Face ID works well. Good phone with great battery life and great battery,5,Apple,Amazon Customer
Apple iPhone XR (64GB) - Black,0,0, India,18-Nov-19,Overall Good,5,Apple,Amazon Customer
Apple iPhone XR (64GB) - Black,0,0, India,29-Feb-20,Excellent product.  Ease of use and good features with iOS reliability,5,Apple,Amazon Customer
Apple iPhone XR (64GB) - Black,0,0, India,12-Sep-19,Great,5,Apple,Amazon Customer
Apple iPhone XR (64GB) - Black,0,0, India,06-Oct-19,Very good n apt to its name iPhone,5,Apple,Amazon Customer
Apple iPhone XR (64GB) - Black,0,0, India,04-Dec-19,Excellent iPhone model!,5,Apple,Amazon Customer
Apple iPhone XR (64GB) - Black,0,0, India,04-Oct-19,The phone is decent.If you get it for 40k then it makes sense but any more than that its not worth much,5,Apple,Amazon Customer
Apple iPhone XR (64GB) - Black,0,0, India,03-Mar-20,Amazed by speed and camera quality! Apple never disappoints me!,5,Apple,Amazon Customer
Apple iPhone XR (64GB) - Black,0,0, India,03-Jan-20,Excellent Phone.,5,Apple,Amazon Customer
Apple iPhone XR (64GB) - Black,0,0, India,18-Feb-20,Very good product can be told as a beast in this price range and has excellent graphics for gaming .,5,Apple,Amazon Customer
Apple iPhone XR (64GB) - Black,0,0, India,25-Nov-19,"really awesome , rich and royal quality of life",5,Apple,Amazon Customer
Apple iPhone XR (64GB) - Black,0,0, India,07-Nov-19,It’s been month since I am using this phone and I don’t find any thing missing which required to be a best phone .,5,Apple,Amazon Customer
Apple iPhone XR (64GB) - Black,0,0, India,02-Nov-19,Black beauty.,5,Apple,Amazon Customer
Apple iPhone XR (64GB) - Black,0,0, India,07-Nov-19,Battery capacity is good and sufficient for a day.,5,Apple,Amazon Customer
Apple iPhone XR (64GB) - Black,0,0, India,11-Nov-19,Apple is Apple,5,Apple,Amazon Customer
Apple iPhone XR (64GB) - Black,0,0, India,01-Oct-19,This is a great phone worth to use,5,Apple,Amazon Customer
Apple iPhone XR (64GB) - Black,0,0, India,25-Nov-19,There’s no amoled  view but everything else is just top of the class,5,Apple,Amazon Customer
Apple iPhone XR (64GB) - Black,0,0, India,06-May-19,Iphone XR is a really good buy for that budget if you are Apple fan.,5,Apple,Amazon Customer
Apple iPhone XR (64GB) - Black,0,0, India,07-Mar-20,1st mobile in iphone becoz battery is so good,5,Apple,Amazon Customer
Apple iPhone XR (64GB) - Black,0,0, India,05-Oct-19,Super Qulity,5,Apple,Amazon Customer
Apple iPhone XR (64GB) - Black,0,0, India,21-Jul-19,Got the best deal during the amazon prime fest,5,Apple,Amazon Customer
Apple iPhone XR (64GB) - Black,0,0, India,25-Nov-19,Upgraded from IPhone7plus to XR...with a very good price,5,Apple,Amazon Customer
Apple iPhone XR (64GB) - Black,0,0, India,26-Jan-20,"Totally a great deal. Received the product on time with good package and great deal for ?34,450",5,Apple,Amazon Customer
Apple iPhone XR (64GB) - Black,0,0, India,18-Feb-20,Very good premium phone,5,Apple,Amazon Customer
Apple iPhone XR (64GB) - Black,0,0, India,09-Aug-19,Good value,5,Apple,Amazon Customer
Apple iPhone XR (64GB) - Black,0,0, India,23-Aug-19,"Bought to gift my wife, she's happy :) Thanku",5,Apple,Amazon Customer
Apple iPhone XR (64GB) - Black,0,0, India,24-Aug-19,Ultimate phone. No comparison. Awesome sound speakers inbuilt,5,Apple,Amazon Customer
Apple iPhone XR (64GB) - Black,0,0, India,09-Nov-19,Face ID is good. Many attractive features like ring volume diminishes on seeing the screen.,5,Apple,Amazon Customer
